area,manure,urea,npk,nitrogen,rain_sow,rain_flow,rain_cycle,rain_year,tillage_ca,tillage_till,village_Ambohimiarina,village_Ambohitsilaozana,village_Ambongabe,village_Ampitatsimo,village_Antsahamamy,soil_hillside,soil_lowland,CA_year_num,x24d_bin,glypho_bin,interaction_till_rain_sow,interaction_ca_rain_sow,interaction_till_rain_flow,interaction_ca_rain_flow,interaction_till_rain_cycle,interaction_ca_rain_cycle,interaction_till_rain_year,interaction_ca_rain_year,interaction_till_nitrogen,interaction_ca_nitrogen,interaction_till_area,interaction_ca_area,ratio_N_urea,ratio_N_manure,total_npk,sow_day_of_year,rain_cycle_squared,nitrogen_squared,area_squared,interaction_rain_nitrogen,interaction_rain_area,water_stress
22.0,0.0,45.5,90.9,30.929,169.0,40.6,926.6,1062.2,False,True,True,False,False,False,False,False,True,0,0,0,169.0,0.0,40.6,0.0,926.6,0.0,1062.2,0.0,30.929,0.0,22.0,0.0,0.6797433023450034,30928.999999999996,90.9,362,858587.56,956.603041,484.0,28658.8114,20385.2,0
0.3,0.0,0.0,0.0,0.0,33.4,363.2,896.2,1105.0,True,False,True,False,False,False,False,False,True,3,1,1,0.0,33.4,0.0,363.2,0.0,896.2,0.0,1105.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,355,803174.4400000001,0.0,0.09,0.0,268.86,0
50.0,1666.7,0.0,0.0,0.0,49.5,6.0,1307.7,1331.2,False,True,False,False,False,False,True,True,False,0,0,0,49.5,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,352,1710079.29,0.0,2500.0,0.0,65385.0,0
0.1,200.0,2.5,0.0,1.15,13.1,3.1,933.3,1142.3,True,False,False,False,False,False,True,False,True,1,0,0,0.0,13.1,0.0,3.1,0.0,933.3,0.0,1142.3,0.0,1.15,0.0,0.1,0.45981607357057175,0.005749971250143749,0.0,353,871048.8899999999,1.3224999999999998,0.010000000000000002,1073.2949999999998,93.33,0
20.0,1200.0,0.0,150.0,16.5,111.0,82.0,824.0,875.4,False,True,False,False,False,False,True,False,True,0,0,0,111.0,0.0,82.0,0.0,824.0,0.0,875.4,0.0,16.5,0.0,20.0,0.0,16500.0,0.013749988541676215,150.0,355,678976.0,272.25,400.0,13596.0,16480.0,0
7.0,1666.7,0.0,0.0,0.0,43.5,62.8,925.4,1108.4,False,True,False,False,True,False,False,False,True,0,0,0,43.5,0.0,62.8,0.0,925.4,0.0,1108.4,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,354,856365.1599999999,0.0,49.0,0.0,6477.8,0
3.9,0.0,77.3,154.6,52.564,168.2,5.4,817.8,1062.2,True,False,True,False,False,False,False,False,True,1,0,1,0.0,168.2,0.0,5.4,0.0,817.8,0.0,1062.2,0.0,52.564,0.0,3.9,0.6799912032185871,52564.0,154.6,6,668796.84,2762.974096,15.209999999999999,42986.839199999995,3189.4199999999996,0
9.1,2738.2,32.9,65.7,22.361,86.9,1.2,665.5,844.8,False,True,False,True,False,False,False,False,True,0,0,0,86.9,0.0,1.2,0.0,665.5,0.0,844.8,0.0,22.361,0.0,9.1,0.0,0.6796449955928392,0.008166310654331073,65.7,3,442890.25,500.01432100000005,82.80999999999999,14881.2455,6056.05,1
0.5,0.0,0.0,0.0,0.0,90.0,34.4,928.6,1105.0,False,True,True,False,False,False,False,False,True,0,0,0,90.0,0.0,34.4,0.0,928.6,0.0,1105.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,345,862297.9600000001,0.0,0.25,0.0,464.3,0
0.2,0.0,0.0,0.0,0.0,37.2,346.2,803.5,939.0,False,True,False,False,False,False,True,False,True,0,0,0,37.2,0.0,346.2,0.0,803.5,0.0,939.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,358,645612.25,0.0,0.04000000000000001,0.0,160.70000000000002,1
4.8,4968.9,0.0,0.0,0.0,168.0,30.6,757.7,806.1,True,False,False,False,True,False,False,False,True,3,1,1,0.0,168.0,0.0,30.6,0.0,757.7,0.0,806.1,0.0,0.0,0.0,4.8,0.0,0.0,0.0,357,574109.29,0.0,23.04,0.0,3636.96,1
57.0,3156.2,78.9,136.8,51.342,81.5,82.0,824.0,875.4,True,False,False,False,False,False,True,False,True,2,1,0,0.0,81.5,0.0,82.0,0.0,824.0,0.0,875.4,0.0,51.342,0.0,57.0,0.6507141861319881,0.016267024818761543,136.8,354,678976.0,2636.000964,3249.0,42305.808,46968.0,0
6.5,3225.8,0.0,76.9,8.459,6.2,142.0,1132.1,1288.7,False,True,True,False,False,False,False,True,False,0,0,0,6.2,0.0,142.0,0.0,1132.1,0.0,1288.7,0.0,8.459,0.0,6.5,0.0,8459.0,0.002622294431677589,76.9,350,1281650.4099999997,71.55468099999999,42.25,9576.433899999998,7358.65,0
0.2,0.0,0.0,0.0,0.0,31.3,107.2,709.6,1142.3,False,True,False,False,False,False,True,True,False,0,0,0,31.3,0.0,107.2,0.0,709.6,0.0,1142.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,329,503532.16000000003,0.0,0.04000000000000001,0.0,141.92000000000002,1
8.0,3125.0,37.5,50.0,22.75,129.0,8.6,704.4,1062.2,True,False,True,False,False,False,False,False,True,1,0,0,0.0,129.0,0.0,8.6,0.0,704.4,0.0,1062.2,0.0,22.75,0.0,8.0,0.6066504893202849,0.007279997670400745,50.0,10,496179.36,517.5625,64.0,16025.1,5635.2,1
0.1,0.0,0.0,0.0,0.0,31.6,339.4,894.2,1105.0,True,False,True,False,False,False,False,False,True,1,0,0,0.0,31.6,0.0,339.4,0.0,894.2,0.0,1105.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,361,799593.6400000001,0.0,0.010000000000000002,0.0,89.42000000000002,0
0.2,0.0,0.0,0.0,0.0,119.8,4.2,1041.8,1105.0,False,True,True,False,False,False,False,False,True,0,0,0,119.8,0.0,4.2,0.0,1041.8,0.0,1105.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,334,1085347.24,0.0,0.04000000000000001,0.0,208.36,0
0.2,0.0,0.0,0.0,0.0,131.0,2.4,962.2,1105.0,False,True,True,False,False,False,False,False,True,0,1,0,131.0,0.0,2.4,0.0,962.2,0.0,1105.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,339,925828.8400000001,0.0,0.04000000000000001,0.0,192.44000000000003,0
40.0,3225.8,75.0,125.0,48.25,28.2,210.0,1144.3,1288.7,True,False,True,False,False,False,False,False,True,3,1,0,0.0,28.2,0.0,210.0,0.0,1144.3,0.0,1288.7,0.0,48.25,0.0,40.0,0.6433247556699243,0.014957525278217719,125.0,340,1309422.49,2328.0625,1600.0,55212.475,45772.0,0
0.9,0.0,0.0,0.0,0.0,104.4,21.0,914.6,1331.4,True,False,True,False,False,False,False,False,True,3,0,1,0.0,104.4,0.0,21.0,0.0,914.6,0.0,1331.4,0.0,0.0,0.0,0.9,0.0,0.0,0.0,323,836493.16,0.0,0.81,0.0,823.14,0
0.1,0.0,0.0,0.0,0.0,90.0,34.4,928.6,1105.0,False,True,True,False,False,False,False,False,True,0,0,0,90.0,0.0,34.4,0.0,928.6,0.0,1105.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,345,862297.9600000001,0.0,0.010000000000000002,0.0,92.86000000000001,0
8.0,3125.0,75.0,75.0,42.75,162.6,45.0,870.8,1062.2,False,True,True,False,False,False,False,False,True,0,0,1,162.6,0.0,45.0,0.0,870.8,0.0,1062.2,0.0,42.75,0.0,8.0,0.0,0.5699924001013319,0.0136799956224014,75.0,363,758292.6399999999,1827.5625,64.0,37226.7,6966.4,0
15.0,0.0,0.0,100.0,11.0,167.6,41.8,931.0,1062.2,False,True,True,False,False,False,False,False,True,0,1,0,167.6,0.0,41.8,0.0,931.0,0.0,1062.2,0.0,11.0,0.0,15.0,0.0,11000.0,11000.0,100.0,360,866761.0,121.0,225.0,10241.0,13965.0,0
22.0,0.0,40.9,0.0,18.814,2.0,122.2,1013.2,1062.2,True,False,True,False,False,False,False,False,True,3,0,0,0.0,2.0,0.0,122.2,0.0,1013.2,0.0,1062.2,0.0,18.814,0.0,22.0,0.4599887533312144,18814.0,0.0,331,1026574.2400000001,353.966596,484.0,19062.344800000003,22290.4,0
0.3,0.0,0.0,0.0,0.0,20.5,133.9,929.1,1089.9,False,True,False,True,False,False,False,False,True,0,0,0,20.5,0.0,133.9,0.0,929.1,0.0,1089.9,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,352,863226.81,0.0,0.09,0.0,278.73,0
18.0,1666.7,120.0,244.4,82.084,89.4,180.0,1106.1,1288.7,False,True,True,False,False,False,False,False,True,0,0,0,89.4,0.0,180.0,0.0,1106.1,0.0,1288.7,0.0,82.084,0.0,18.0,0.0,0.6840276331030575,0.04924938546265947,244.4,335,1223457.2099999997,6737.783056,324.0,90793.1124,19909.8,0
50.0,1500.0,60.0,50.0,33.1,0.0,291.3,803.9,844.8,True,False,False,True,False,False,False,False,True,2,1,1,0.0,0.0,0.0,291.3,0.0,803.9,0.0,844.8,0.0,33.1,0.0,50.0,0.5516574723754605,0.022066651955565363,50.0,346,646255.21,1095.6100000000001,2500.0,26609.09,40195.0,0
32.9,2276.9,30.4,0.0,13.984,3.4,298.3,803.72,844.8,False,True,False,True,False,False,False,False,True,0,0,0,3.4,0.0,298.3,0.0,803.72,0.0,844.8,0.0,13.984,0.0,32.9,0.0,0.4599848689187856,0.006141681171030272,0.0,339,645965.8384,195.552256,1082.4099999999999,11239.22048,26442.388,1
0.2,1000.0,0.0,0.0,0.0,92.1,106.8,929.3,1142.3,False,True,False,False,False,False,True,True,False,0,0,0,92.1,0.0,106.8,0.0,929.3,0.0,1142.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,358,863598.4899999999,0.0,0.04000000000000001,0.0,185.86,0
20.0,1666.7,50.0,0.0,23.0,138.0,145.4,970.4,1108.4,True,False,False,False,True,False,False,False,True,3,1,0,0.0,138.0,0.0,145.4,0.0,970.4,0.0,1108.4,0.0,23.0,0.0,20.0,0.45999080018399635,0.013799715725856048,0.0,326,941676.1599999999,529.0,400.0,22319.2,19408.0,0
0.2,0.0,0.0,0.0,0.0,69.4,130.0,928.8,1105.0,False,True,True,False,False,False,False,False,True,0,0,0,69.4,0.0,130.0,0.0,928.8,0.0,1105.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,347,862669.44,0.0,0.04000000000000001,0.0,185.76,0
0.0,0.0,0.0,0.0,0.0,17.6,129.8,1031.2,1105.0,True,False,True,False,False,False,False,False,True,4,1,1,0.0,17.6,0.0,129.8,0.0,1031.2,0.0,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,1063373.4400000002,0.0,0.0,0.0,0.0,0
0.2,0.0,0.0,0.0,0.0,31.7,147.6,1025.5,1089.9,True,False,False,True,False,False,False,False,True,4,0,0,0.0,31.7,0.0,147.6,0.0,1025.5,0.0,1089.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,326,1051650.25,0.0,0.04000000000000001,0.0,205.10000000000002,0
54.0,1851.9,0.0,0.0,0.0,17.8,88.8,1307.7,1331.2,False,True,False,False,False,False,True,True,False,0,0,0,17.8,0.0,88.8,0.0,1307.7,0.0,1331.2,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,349,1710079.29,0.0,2916.0,0.0,70615.8,0
27.0,0.0,59.3,0.0,27.278,14.7,268.1,1213.5,1320.5,True,False,False,True,False,False,False,False,True,1,0,0,0.0,14.7,0.0,268.1,0.0,1213.5,0.0,1320.5,0.0,27.278,0.0,27.0,0.4599922429638624,27277.999999999996,0.0,341,1472582.25,744.0892839999999,729.0,33101.852999999996,32764.5,0
0.4,0.0,0.0,0.0,0.0,31.6,370.4,894.2,1105.0,False,True,True,False,False,False,False,False,True,0,0,0,31.6,0.0,370.4,0.0,894.2,0.0,1105.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,360,799593.6400000001,0.0,0.16000000000000003,0.0,357.68000000000006,0
20.0,0.0,50.1,0.0,23.046,129.9,14.0,616.5,806.1,False,True,False,False,True,False,False,False,True,0,1,0,129.9,0.0,14.0,0.0,616.5,0.0,806.1,0.0,23.046,0.0,20.0,0.0,0.459990818546536,23046.0,0.0,2,380072.25,531.118116,400.0,14207.859,12330.0,1
16.8,2028.6,59.7,71.6,35.338,109.8,52.5,770.5,875.4,False,True,False,False,False,False,True,True,False,0,0,0,109.8,0.0,52.5,0.0,770.5,0.0,875.4,0.0,35.338,0.0,16.8,0.0,0.5919163833101623,0.017419886907282408,71.6,360,593670.25,1248.7742440000002,282.24,27227.929,12944.400000000001,1
0.1,650.0,0.0,0.0,0.0,123.8,21.8,916.4,1331.4,True,False,True,False,False,False,False,False,True,4,0,1,0.0,123.8,0.0,21.8,0.0,916.4,0.0,1331.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,322,839788.96,0.0,0.010000000000000002,0.0,91.64,0
0.3,0.0,0.0,0.0,0.0,45.5,67.1,946.1,1089.9,True,False,False,True,False,False,False,False,True,1,0,0,0.0,45.5,0.0,67.1,0.0,946.1,0.0,1089.9,0.0,0.0,0.0,0.3,0.0,0.0,0.0,345,895105.2100000001,0.0,0.09,0.0,283.83,0
0.1,0.0,0.0,0.0,0.0,45.7,357.1,804.5,939.0,True,False,False,False,False,False,True,True,False,2,0,0,0.0,45.7,0.0,357.1,0.0,804.5,0.0,939.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,355,647220.25,0.0,0.010000000000000002,0.0,80.45,0
20.0,3000.0,75.0,225.0,59.25,0.0,390.0,1308.7,1331.2,True,False,False,False,False,False,True,True,False,1,1,0,0.0,0.0,0.0,390.0,0.0,1308.7,0.0,1331.2,0.0,59.25,0.0,20.0,0.7899894668071092,0.01974999341666886,225.0,333,1712695.6900000002,3510.5625,400.0,77540.475,26174.0,0
0.1,0.0,0.0,0.0,0.0,144.6,13.8,928.4,1105.0,True,False,True,False,False,False,False,False,True,1,0,0,0.0,144.6,0.0,13.8,0.0,928.4,0.0,1105.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,343,861926.5599999999,0.0,0.010000000000000002,0.0,92.84,0
5.2,1500.0,134.6,25.0,64.666,140.0,32.2,722.1,844.8,False,True,False,True,False,False,False,False,True,0,0,0,140.0,0.0,32.2,0.0,722.1,0.0,844.8,0.0,64.666,0.0,5.2,0.0,0.48042733709259217,0.04311063792624138,25.0,360,521428.41000000003,4181.691556,27.040000000000003,46695.3186,3754.92,1
0.4,900.0,15.0,0.0,6.9,44.6,4.0,1023.4,1331.4,False,True,True,False,False,False,False,False,True,0,0,0,44.6,0.0,4.0,0.0,1023.4,0.0,1331.4,0.0,6.9,0.0,0.4,0.0,0.4599693353776415,0.007666658148157614,0.0,353,1047347.5599999999,47.61000000000001,0.16000000000000003,7061.46,409.36,0
0.2,0.0,0.0,0.0,0.0,45.5,78.7,946.0,1089.9,False,True,False,True,False,False,False,False,True,0,0,0,45.5,0.0,78.7,0.0,946.0,0.0,1089.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,346,894916.0,0.0,0.04000000000000001,0.0,189.20000000000002,0
0.1,0.0,0.0,0.0,0.0,56.7,177.8,836.3,939.0,True,False,False,False,False,False,True,True,False,2,0,0,0.0,56.7,0.0,177.8,0.0,836.3,0.0,939.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,347,699397.69,0.0,0.010000000000000002,0.0,83.63,0
7.0,3571.4,0.0,0.0,0.0,13.2,135.2,1132.5,1288.7,True,False,True,False,False,False,False,False,True,1,0,0,0.0,13.2,0.0,135.2,0.0,1132.5,0.0,1288.7,0.0,0.0,0.0,7.0,0.0,0.0,0.0,345,1282556.25,0.0,49.0,0.0,7927.5,0
0.2,1000.0,0.0,0.0,0.0,97.7,169.3,758.9,1227.0,False,True,False,True,False,False,False,False,True,0,0,0,97.7,0.0,169.3,0.0,758.9,0.0,1227.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,329,575929.21,0.0,0.04000000000000001,0.0,151.78,1
5.2,0.0,57.7,96.2,37.124,181.8,6.8,706.4,1062.2,True,False,True,False,False,False,False,False,True,2,0,1,0.0,181.8,0.0,6.8,0.0,706.4,0.0,1062.2,0.0,37.124,0.0,5.2,0.6433857298833643,37124.0,96.2,15,499000.95999999996,1378.1913760000002,27.040000000000003,26224.3936,3673.28,1
12.0,4166.7,30.0,150.0,30.3,44.7,6.0,1307.7,1331.2,False,True,False,False,False,False,True,True,False,0,0,0,44.7,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,30.3,0.0,12.0,0.0,1.009966334455518,0.007271940079213748,150.0,354,1710079.29,918.09,144.0,39623.310000000005,15692.400000000001,0
0.1,250.0,0.0,0.0,0.0,42.4,308.6,987.0,1331.4,True,False,True,False,False,False,False,False,True,4,0,1,0.0,42.4,0.0,308.6,0.0,987.0,0.0,1331.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,306,974169.0,0.0,0.010000000000000002,0.0,98.7,0
15.0,4166.7,53.3,0.0,24.518,138.0,98.4,912.4,1108.4,True,False,False,False,True,False,False,False,True,1,1,0,0.0,138.0,0.0,98.4,0.0,912.4,0.0,1108.4,0.0,24.518,0.0,15.0,0.4599913697679219,0.005884271513602728,0.0,329,832473.76,601.132324,225.0,22370.2232,13686.0,0
10.8,3333.3,0.0,55.6,6.116,44.7,6.0,1307.7,1331.2,False,True,False,False,False,False,True,True,False,0,0,0,44.7,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,6.116,0.0,10.8,0.0,6115.999999999999,0.0018348177977326376,55.6,354,1710079.29,37.405455999999994,116.64000000000001,7997.8931999999995,14123.160000000002,0
0.1,0.0,0.0,0.0,0.0,49.0,45.0,1053.8,1105.0,False,True,True,False,False,False,False,False,True,0,0,0,49.0,0.0,45.0,0.0,1053.8,0.0,1105.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,329,1110494.44,0.0,0.010000000000000002,0.0,105.38,0
0.4,0.0,0.0,0.0,0.0,32.3,112.5,946.0,1089.9,False,True,False,True,False,False,False,False,True,0,0,0,32.3,0.0,112.5,0.0,946.0,0.0,1089.9,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,348,894916.0,0.0,0.16000000000000003,0.0,378.40000000000003,0
0.1,160.0,0.0,0.0,0.0,92.1,109.9,925.8,1142.3,True,False,False,False,False,False,True,True,False,1,0,0,0.0,92.1,0.0,109.9,0.0,925.8,0.0,1142.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,360,857105.6399999999,0.0,0.010000000000000002,0.0,92.58,0
0.2,0.0,0.0,0.0,0.0,79.0,55.4,836.3,939.0,True,False,False,False,False,False,True,True,False,2,0,0,0.0,79.0,0.0,55.4,0.0,836.3,0.0,939.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,344,699397.69,0.0,0.04000000000000001,0.0,167.26,0
0.5,0.0,0.0,0.0,0.0,32.8,199.9,807.0,939.0,True,False,False,False,False,False,True,True,False,1,0,0,0.0,32.8,0.0,199.9,0.0,807.0,0.0,939.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,349,651249.0,0.0,0.25,0.0,403.5,0
0.2,0.0,0.0,0.0,0.0,88.7,299.5,685.3,801.7,True,False,False,False,True,False,False,False,True,1,1,1,0.0,88.7,0.0,299.5,0.0,685.3,0.0,801.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,364,469636.0899999999,0.0,0.04000000000000001,0.0,137.06,1
0.4,0.0,0.0,0.0,0.0,65.2,102.3,716.3,801.7,False,True,False,False,True,False,False,False,True,0,0,0,65.2,0.0,102.3,0.0,716.3,0.0,801.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,346,513085.68999999994,0.0,0.16000000000000003,0.0,286.52,1
0.0,0.0,0.0,0.0,0.0,52.8,50.6,981.0,1331.4,True,False,True,False,False,False,False,True,False,1,0,0,0.0,52.8,0.0,50.6,0.0,981.0,0.0,1331.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362,962361.0,0.0,0.0,0.0,0.0,0
0.1,0.0,0.0,0.0,0.0,124.6,34.4,927.4,1105.0,False,True,True,False,False,False,False,False,True,0,0,0,124.6,0.0,34.4,0.0,927.4,0.0,1105.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,344,860070.76,0.0,0.010000000000000002,0.0,92.74000000000001,0
0.1,0.0,0.0,0.0,0.0,61.4,33.0,981.0,1331.4,True,False,True,False,False,False,False,False,True,2,0,0,0.0,61.4,0.0,33.0,0.0,981.0,0.0,1331.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,361,962361.0,0.0,0.010000000000000002,0.0,98.10000000000001,0
5.1,0.0,0.0,0.0,0.0,40.2,15.1,682.9,875.4,True,False,False,False,False,False,True,False,True,1,0,0,0.0,40.2,0.0,15.1,0.0,682.9,0.0,875.4,0.0,0.0,0.0,5.1,0.0,0.0,0.0,10,466352.41,0.0,26.009999999999998,0.0,3482.7899999999995,1
3.9,0.0,0.0,0.0,0.0,22.6,8.6,642.62,844.8,False,True,False,True,False,False,False,False,True,0,0,0,22.6,0.0,8.6,0.0,642.62,0.0,844.8,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,18,412960.4644,0.0,15.209999999999999,0.0,2506.218,1
3.4,4360.5,0.0,0.0,0.0,91.6,72.0,990.6,1062.2,True,False,True,False,False,False,False,False,True,1,1,1,0.0,91.6,0.0,72.0,0.0,990.6,0.0,1062.2,0.0,0.0,0.0,3.4,0.0,0.0,0.0,352,981288.3600000001,0.0,11.559999999999999,0.0,3368.04,0
0.5,0.0,50.0,0.0,23.0,23.6,166.2,757.9,1227.0,False,True,False,True,False,False,False,False,True,0,0,0,23.6,0.0,166.2,0.0,757.9,0.0,1227.0,0.0,23.0,0.0,0.5,0.0,0.45999080018399635,23000.0,0.0,335,574412.4099999999,529.0,0.25,17431.7,378.95,1
0.1,500.0,0.0,0.0,0.0,33.3,107.2,719.1,1142.3,False,True,False,False,False,False,True,False,True,0,0,0,33.3,0.0,107.2,0.0,719.1,0.0,1142.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,332,517104.81000000006,0.0,0.010000000000000002,0.0,71.91000000000001,1
4.6,2608.7,0.0,130.4,14.344,198.2,43.4,934.2,1062.2,False,True,True,False,False,False,False,False,True,0,1,0,198.2,0.0,43.4,0.0,934.2,0.0,1062.2,0.0,14.344,0.0,4.6,0.0,14344.0,0.005498522061363107,130.4,358,872729.6400000001,205.75033599999998,21.159999999999997,13400.1648,4297.32,0
10.0,2750.0,0.0,0.0,0.0,111.3,280.0,1258.0,1331.2,False,True,False,False,False,False,True,False,True,0,0,0,111.3,0.0,280.0,0.0,1258.0,0.0,1331.2,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,364,1582564.0,0.0,100.0,0.0,12580.0,0
10.0,3928.6,0.0,0.0,0.0,62.2,15.4,1299.9,1331.2,False,True,False,False,False,False,True,False,True,0,0,0,62.2,0.0,15.4,0.0,1299.9,0.0,1331.2,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,359,1689740.0100000002,0.0,100.0,0.0,12999.0,0
10.0,5000.0,0.0,0.0,0.0,169.0,40.6,926.6,1062.2,False,True,True,False,False,False,False,False,True,0,1,0,169.0,0.0,40.6,0.0,926.6,0.0,1062.2,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,362,858587.56,0.0,100.0,0.0,9266.0,0
5.0,0.0,40.0,0.0,18.4,165.6,53.8,962.4,1062.2,True,False,True,False,False,False,False,False,True,2,0,1,0.0,165.6,0.0,53.8,0.0,962.4,0.0,1062.2,0.0,18.4,0.0,5.0,0.45998850028749283,18400.0,0.0,357,926213.76,338.55999999999995,25.0,17708.16,4812.0,0
0.5,1481.5,0.0,0.0,0.0,16.2,345.4,803.5,939.0,True,False,False,False,False,False,True,False,True,4,0,0,0.0,16.2,0.0,345.4,0.0,803.5,0.0,939.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,357,645612.25,0.0,0.25,0.0,401.75,1
25.0,0.0,40.0,0.0,18.4,70.0,58.9,788.2,806.1,True,False,False,False,True,False,False,False,True,2,1,0,0.0,70.0,0.0,58.9,0.0,788.2,0.0,806.1,0.0,18.4,0.0,25.0,0.45998850028749283,18400.0,0.0,353,621259.2400000001,338.55999999999995,625.0,14502.88,19705.0,1
9.0,0.0,33.3,0.0,15.318,111.3,280.0,1258.0,1331.2,False,True,False,False,False,False,True,False,True,0,0,0,111.3,0.0,280.0,0.0,1258.0,0.0,1331.2,0.0,15.318,0.0,9.0,0.0,0.45998618660100304,15318.0,0.0,364,1582564.0,234.641124,81.0,19270.043999999998,11322.0,0
0.2,0.0,0.0,0.0,0.0,45.5,78.7,946.0,1089.9,True,False,False,True,False,False,False,False,True,1,0,0,0.0,45.5,0.0,78.7,0.0,946.0,0.0,1089.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,346,894916.0,0.0,0.04000000000000001,0.0,189.20000000000002,0
0.2,0.0,0.0,0.0,0.0,144.6,13.8,928.4,1105.0,False,True,True,False,False,False,False,False,True,0,0,0,144.6,0.0,13.8,0.0,928.4,0.0,1105.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,343,861926.5599999999,0.0,0.04000000000000001,0.0,185.68,0
7.0,4166.7,0.0,0.0,0.0,163.2,240.5,1087.5,1288.7,False,True,True,False,False,False,False,False,True,0,0,0,163.2,0.0,240.5,0.0,1087.5,0.0,1288.7,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,365,1182656.25,0.0,49.0,0.0,7612.5,0
0.3,0.0,0.0,0.0,0.0,50.0,107.2,719.1,1142.3,False,True,False,False,False,False,True,False,True,0,0,0,50.0,0.0,107.2,0.0,719.1,0.0,1142.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,331,517104.81000000006,0.0,0.09,0.0,215.73,1
4.0,5000.0,0.0,75.0,8.25,122.3,53.3,789.0,875.4,False,True,False,False,False,False,True,False,True,0,0,0,122.3,0.0,53.3,0.0,789.0,0.0,875.4,0.0,8.25,0.0,4.0,0.0,8250.0,0.001649999670000066,75.0,358,622521.0,68.0625,16.0,6509.25,3156.0,1
0.2,900.0,0.0,10.0,1.1,53.2,335.2,928.0,1331.4,False,True,True,False,False,False,False,False,True,0,0,0,53.2,0.0,335.2,0.0,928.0,0.0,1331.4,0.0,1.1,0.0,0.2,0.0,1100.0,0.00122222086419904,10.0,329,861184.0,1.2100000000000002,0.04000000000000001,1020.8000000000001,185.60000000000002,0
0.2,0.0,0.0,0.0,0.0,104.2,304.0,894.0,1105.0,True,False,True,False,False,False,False,False,True,1,0,0,0.0,104.2,0.0,304.0,0.0,894.0,0.0,1105.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,364,799236.0,0.0,0.04000000000000001,0.0,178.8,0
8.0,0.0,0.0,75.0,8.25,91.6,71.4,1021.0,1062.2,False,True,True,False,False,False,False,False,True,0,1,1,91.6,0.0,71.4,0.0,1021.0,0.0,1062.2,0.0,8.25,0.0,8.0,0.0,8250.0,8250.0,75.0,351,1042441.0,68.0625,64.0,8423.25,8168.0,0
0.3,0.0,0.0,0.0,0.0,45.2,15.4,1010.8,1331.4,False,True,True,False,False,False,False,False,True,0,0,0,45.2,0.0,15.4,0.0,1010.8,0.0,1331.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,347,1021716.6399999999,0.0,0.09,0.0,303.23999999999995,0
